ORF,distance,meta
YEL036C,244.590743946,(S2, 12/11/11, 11, 14, 235.36342187302679),(S2, 12/11/11, 15, 20, 253.81806601863042)
YMR307W,244.520838587,(11, 12/10/11, 11, 10, 244.52083858651338)
YGL208W,244.230774827,(5, 11/30/11, 2, 16)
YBR135W,244.165624441,(TS4-RT, 12/02/11, 13, 19)
YPR135W,244.056372807,(TS4-RT, 12/02/11, 3, 23)
YOR184W,243.980718698,(TS1-37, 12/01/11, 9, 21)
YIL030C,243.916425127,(6, 11/30/11, 10, 7)
YCR051W,243.837943616,(2, 11/29/11, 15, 11)
YPL112C,243.781349405,(13, 12/11/11, 10, 16)
YLR298C,243.598793692,(TS3-37, 12/02/11, 3, 11)
YPR163C,243.589225172,(S1, 11/19/11, 8, 9)
YDR076W,243.582494095,(add4, 4/26/12, 10, 5, 287.22842375562539),(rmkDM, 06/19/12, 10, 5, 268.86776042365068),(3, 11/19/11, 3, 17, 174.6512981068376)
YNL294C,243.567409956,(11, 12/10/11, 6, 17)
YGL055W,243.534323388,(TS2-37, 12/01/11, 14, 5)
YLR053C,243.43023454,(9, 12/09/11, 11, 2)
YOR188W,243.386745313,(add1, 4/26/12, 5, 6)
YGL036W,243.384813573,(5, 11/30/11, 13, 6)
YLR378C,242.879608155,(TS1-37, 12/01/11, 13, 4)
YGR052W,242.832330708,(5, 11/30/11, 4, 23)
YGR274C,242.82181067,(TS3-37, 12/02/11, 6, 12)
YER040W,242.640516318,(S1, 11/19/11, 5, 7, 256.29289427467683),(S1, 11/19/11, 6, 13, 228.98813836117961)
YGL075C,242.598706062,(TS1-RT, 12/01/11, 15, 23)
YLR011W,242.579177381,(9, 12/09/11, 5, 2)
YDL013W,242.531725635,(2, 11/29/11, 8, 8)
YER116C,242.381845349,(add1, 4/26/12, 7, 7, 242.38184534908618)
YLR294C,242.272894402,(9, 12/09/11, 12, 2)
YER111C,242.126632203,(4, 11/29/11, 10, 4)
YCL029C,241.973429843,(2, 11/29/11, 3, 15)
