ORF,plate,date,row,col,class,proba
YOR202W,10,12/10/11,12,1,1,0.00000,1.00000
YOR202W,10,12/10/11,12,24,0,1.00000,0.00000
YOR202W,10,12/10/11,13,1,0,1.00000,0.00000
YOR202W,10,12/10/11,13,24,0,1.00000,0.00000
YOR202W,10,12/10/11,14,1,0,1.00000,0.00000
YOR202W,10,12/10/11,14,24,0,1.00000,0.00000
YOR202W,10,12/10/11,15,1,0,1.00000,0.00000
YOR202W,10,12/10/11,15,24,0,1.00000,0.00000
YOR202W,10,12/10/11,16,1,0,1.00000,0.00000
YOR202W,10,12/10/11,16,2,0,1.00000,0.00000
YOR202W,10,12/10/11,16,3,0,1.00000,0.00000
YOR202W,10,12/10/11,16,4,0,1.00000,0.00000
YOR202W,10,12/10/11,16,5,0,1.00000,0.00000
YOR202W,10,12/10/11,16,6,0,1.00000,0.00000
YOR202W,10,12/10/11,16,7,0,1.00000,0.00000
YOR202W,10,12/10/11,16,8,0,1.00000,0.00000
YOR202W,10,12/10/11,16,9,0,1.00000,0.00000
YOR202W,10,12/10/11,16,10,0,1.00000,0.00000
YOR202W,10,12/10/11,16,11,1,0.00647,0.99353
YOR202W,10,12/10/11,16,12,0,1.00000,0.00000
YOR202W,10,12/10/11,16,13,0,1.00000,0.00000
YOR202W,10,12/10/11,16,14,0,1.00000,0.00000
YOR202W,10,12/10/11,16,15,0,1.00000,0.00000
YOR202W,10,12/10/11,16,16,0,1.00000,0.00000
YOR202W,10,12/10/11,16,17,0,1.00000,0.00000
YOR202W,10,12/10/11,16,18,0,1.00000,0.00000
YOR202W,10,12/10/11,16,19,0,1.00000,0.00000
YOR202W,10,12/10/11,16,20,1,0.00002,0.99998
YOR202W,10,12/10/11,16,21,0,1.00000,0.00000
YOR202W,10,12/10/11,16,22,0,1.00000,0.00000
YOR202W,10,12/10/11,16,23,0,1.00000,0.00000
YOR202W,10,12/10/11,16,24,0,1.00000,0.00000
YOR202W,11,12/10/11,1,1,1,0.00000,1.00000
YOR202W,11,12/10/11,1,2,0,1.00000,0.00000
YOR202W,11,12/10/11,1,3,0,1.00000,0.00000
YOR202W,11,12/10/11,1,4,0,1.00000,0.00000
YOR202W,11,12/10/11,1,5,0,1.00000,0.00000
YOR202W,11,12/10/11,1,6,0,1.00000,0.00000
YOR202W,11,12/10/11,1,7,0,1.00000,0.00000
YOR202W,11,12/10/11,1,8,0,1.00000,0.00000
YOR202W,11,12/10/11,1,9,1,0.00092,0.99908
YOR202W,11,12/10/11,1,10,0,1.00000,0.00000
YOR202W,11,12/10/11,1,11,0,1.00000,0.00000
YOR202W,11,12/10/11,1,12,0,1.00000,0.00000
YOR202W,11,12/10/11,1,13,0,1.00000,0.00000
YOR202W,11,12/10/11,1,14,0,1.00000,0.00000
YOR202W,11,12/10/11,1,15,1,0.00000,1.00000
YOR202W,11,12/10/11,1,16,0,1.00000,0.00000
YOR202W,11,12/10/11,1,17,0,1.00000,0.00000
YOR202W,11,12/10/11,1,18,1,0.00268,0.99732
YOR202W,11,12/10/11,1,19,0,1.00000,0.00000
YOR202W,11,12/10/11,1,20,0,1.00000,0.00000
YOR202W,11,12/10/11,1,21,0,1.00000,0.00000
YOR202W,11,12/10/11,1,22,0,1.00000,0.00000
YOR202W,11,12/10/11,1,23,0,1.00000,0.00000
YOR202W,11,12/10/11,1,24,0,1.00000,0.00000
YOR202W,11,12/10/11,2,1,1,0.00000,1.00000
YOR202W,11,12/10/11,2,24,0,1.00000,0.00000
YOR202W,11,12/10/11,3,1,0,1.00000,0.00000
YOR202W,11,12/10/11,3,24,0,1.00000,0.00000
YOR202W,11,12/10/11,4,1,0,1.00000,0.00000
YOR202W,11,12/10/11,5,1,0,1.00000,0.00000
YOR202W,11,12/10/11,5,24,0,1.00000,0.00000
YOR202W,11,12/10/11,6,24,0,1.00000,0.00000
YOR202W,11,12/10/11,7,1,0,1.00000,0.00000
YOR202W,11,12/10/11,7,24,1,0.00000,1.00000
YOR202W,11,12/10/11,8,1,0,1.00000,0.00000
YOR202W,11,12/10/11,8,24,1,0.00000,1.00000
YOR202W,11,12/10/11,9,1,0,1.00000,0.00000
YOR202W,11,12/10/11,9,24,1,0.00000,1.00000
YOR202W,11,12/10/11,10,1,0,1.00000,0.00000
YOR202W,11,12/10/11,10,24,1,0.00000,1.00000
YOR202W,11,12/10/11,11,1,1,0.00000,1.00000
YOR202W,11,12/10/11,11,24,0,1.00000,0.00000
YOR202W,11,12/10/11,12,1,1,0.00000,1.00000
YOR202W,11,12/10/11,12,24,1,0.00000,1.00000
YOR202W,11,12/10/11,13,1,0,1.00000,0.00000
YOR202W,11,12/10/11,13,24,0,1.00000,0.00000
YOR202W,11,12/10/11,14,1,1,0.00000,1.00000
YOR202W,11,12/10/11,14,24,0,1.00000,0.00000
YOR202W,11,12/10/11,15,1,0,1.00000,0.00000
YOR202W,11,12/10/11,15,24,1,0.00000,1.00000
YOR202W,11,12/10/11,16,2,1,0.00000,1.00000
YOR202W,11,12/10/11,16,3,0,1.00000,0.00000
YOR202W,11,12/10/11,16,4,0,1.00000,0.00000
YOR202W,11,12/10/11,16,5,0,1.00000,0.00000
YOR202W,11,12/10/11,16,6,0,1.00000,0.00000
YOR202W,11,12/10/11,16,7,0,1.00000,0.00000
YOR202W,11,12/10/11,16,8,0,1.00000,0.00000
YOR202W,11,12/10/11,16,9,0,1.00000,0.00000
YOR202W,11,12/10/11,16,10,0,1.00000,0.00000
YOR202W,11,12/10/11,16,11,0,1.00000,0.00000
YOR202W,11,12/10/11,16,12,0,1.00000,0.00000
YOR202W,11,12/10/11,16,13,0,1.00000,0.00000
YOR202W,11,12/10/11,16,14,1,0.00804,0.99196
YOR202W,11,12/10/11,16,15,0,1.00000,0.00000
YOR202W,11,12/10/11,16,16,0,1.00000,0.00000
YOR202W,11,12/10/11,16,17,0,1.00000,0.00000
YOR202W,11,12/10/11,16,18,0,1.00000,0.00000
YOR202W,11,12/10/11,16,19,0,1.00000,0.00000
YOR202W,11,12/10/11,16,20,0,1.00000,0.00000
YOR202W,11,12/10/11,16,21,0,1.00000,0.00000
YOR202W,11,12/10/11,16,22,0,1.00000,0.00000
YOR202W,11,12/10/11,16,23,0,1.00000,0.00000
YOR202W,11,12/10/11,16,24,0,1.00000,0.00000
YOR202W,12,12/09/11,1,1,0,1.00000,0.00000
YOR202W,12,12/09/11,1,2,0,1.00000,0.00000
YOR202W,12,12/09/11,1,3,0,1.00000,0.00000
YOR202W,12,12/09/11,1,4,0,1.00000,0.00000
YOR202W,12,12/09/11,1,5,0,1.00000,0.00000
YOR202W,12,12/09/11,1,6,0,1.00000,0.00000
YOR202W,12,12/09/11,1,7,0,1.00000,0.00000
YOR202W,12,12/09/11,1,8,0,1.00000,0.00000
YOR202W,12,12/09/11,1,9,0,1.00000,0.00000
YOR202W,12,12/09/11,1,10,0,1.00000,0.00000
YOR202W,12,12/09/11,1,12,0,1.00000,0.00000
YOR202W,12,12/09/11,1,13,0,1.00000,0.00000
YOR202W,12,12/09/11,1,14,0,1.00000,0.00000
YOR202W,12,12/09/11,1,16,1,0.00000,1.00000
YOR202W,12,12/09/11,1,17,0,1.00000,0.00000
YOR202W,12,12/09/11,1,19,0,1.00000,0.00000
YOR202W,12,12/09/11,1,20,1,0.00000,1.00000
YOR202W,12,12/09/11,1,22,0,1.00000,0.00000
YOR202W,12,12/09/11,1,23,0,1.00000,0.00000
YOR202W,12,12/09/11,1,24,1,0.00000,1.00000
YOR202W,12,12/09/11,2,1,0,1.00000,0.00000
YOR202W,12,12/09/11,2,24,0,1.00000,0.00000
YOR202W,12,12/09/11,3,1,0,1.00000,0.00000
YOR202W,12,12/09/11,3,24,0,1.00000,0.00000
YOR202W,12,12/09/11,4,1,0,1.00000,0.00000
YOR202W,12,12/09/11,5,1,0,1.00000,0.00000
YOR202W,12,12/09/11,5,24,0,1.00000,0.00000
YOR202W,12,12/09/11,6,1,0,1.00000,0.00000
YOR202W,12,12/09/11,6,24,0,1.00000,0.00000
YOR202W,12,12/09/11,7,24,0,1.00000,0.00000
YOR202W,12,12/09/11,8,24,0,1.00000,0.00000
YOR202W,12,12/09/11,9,1,0,1.00000,0.00000
YOR202W,12,12/09/11,9,24,0,1.00000,0.00000
YOR202W,12,12/09/11,10,1,0,1.00000,0.00000
YOR202W,12,12/09/11,10,24,0,1.00000,0.00000
YOR202W,12,12/09/11,11,1,0,1.00000,0.00000
YOR202W,12,12/09/11,11,24,0,1.00000,0.00000
YOR202W,12,12/09/11,12,1,0,1.00000,0.00000
YOR202W,12,12/09/11,12,24,0,1.00000,0.00000
YOR202W,12,12/09/11,13,24,0,1.00000,0.00000
YOR202W,12,12/09/11,14,1,0,1.00000,0.00000
YOR202W,12,12/09/11,14,24,0,1.00000,0.00000
YOR202W,12,12/09/11,16,1,0,1.00000,0.00000
YOR202W,12,12/09/11,16,2,0,1.00000,0.00000
YOR202W,12,12/09/11,16,3,0,1.00000,0.00000
YOR202W,12,12/09/11,16,4,0,1.00000,0.00000
YOR202W,12,12/09/11,16,6,0,1.00000,0.00000
YOR202W,12,12/09/11,16,8,0,1.00000,0.00000
YOR202W,12,12/09/11,16,12,0,1.00000,0.00000
YOR202W,12,12/09/11,16,13,0,1.00000,0.00000
YOR202W,12,12/09/11,16,14,0,1.00000,0.00000
YOR202W,12,12/09/11,16,15,0,1.00000,0.00000
YOR202W,12,12/09/11,16,16,0,1.00000,0.00000
YOR202W,12,12/09/11,16,17,0,1.00000,0.00000
YOR202W,12,12/09/11,16,18,0,1.00000,0.00000
YOR202W,12,12/09/11,16,19,0,1.00000,0.00000
YOR202W,12,12/09/11,16,21,0,1.00000,0.00000
YOR202W,12,12/09/11,16,22,0,1.00000,0.00000
YOR202W,12,12/09/11,16,23,0,1.00000,0.00000
YOR202W,12,12/09/11,16,24,0,1.00000,0.00000
YOR202W,13,12/11/11,1,1,0,1.00000,0.00000
YOR202W,13,12/11/11,1,3,0,1.00000,0.00000
YOR202W,13,12/11/11,1,5,0,1.00000,0.00000
YOR202W,13,12/11/11,1,6,1,0.00000,1.00000
YOR202W,13,12/11/11,1,7,0,1.00000,0.00000
YOR202W,13,12/11/11,1,8,0,1.00000,0.00000
YOR202W,13,12/11/11,1,12,0,1.00000,0.00000
YOR202W,13,12/11/11,1,13,0,1.00000,0.00000
YOR202W,13,12/11/11,1,14,0,1.00000,0.00000
YOR202W,13,12/11/11,1,16,0,1.00000,0.00000
YOR202W,13,12/11/11,1,18,0,1.00000,0.00000
YOR202W,13,12/11/11,1,20,0,1.00000,0.00000
YOR202W,13,12/11/11,1,22,0,1.00000,0.00000
YOR202W,13,12/11/11,1,23,0,1.00000,0.00000
YOR202W,13,12/11/11,1,24,0,1.00000,0.00000
YOR202W,13,12/11/11,2,1,0,1.00000,0.00000
YOR202W,13,12/11/11,2,24,0,1.00000,0.00000
YOR202W,13,12/11/11,3,1,0,1.00000,0.00000
YOR202W,13,12/11/11,3,20,0,1.00000,0.00000
YOR202W,13,12/11/11,3,24,0,1.00000,0.00000
YOR202W,13,12/11/11,4,24,0,1.00000,0.00000
YOR202W,13,12/11/11,5,1,0,1.00000,0.00000
YOR202W,13,12/11/11,5,24,0,1.00000,0.00000
YOR202W,13,12/11/11,6,1,0,1.00000,0.00000
YOR202W,13,12/11/11,6,24,1,0.00000,1.00000
YOR202W,13,12/11/11,7,1,0,1.00000,0.00000
YOR202W,13,12/11/11,8,1,0,1.00000,0.00000
YOR202W,13,12/11/11,8,24,0,1.00000,0.00000
YOR202W,13,12/11/11,11,1,0,1.00000,0.00000
YOR202W,13,12/11/11,11,24,0,1.00000,0.00000
YOR202W,13,12/11/11,12,24,0,1.00000,0.00000
YOR202W,13,12/11/11,13,1,0,1.00000,0.00000
YOR202W,13,12/11/11,13,24,0,1.00000,0.00000
YOR202W,13,12/11/11,15,1,0,1.00000,0.00000
YOR202W,13,12/11/11,15,24,0,1.00000,0.00000
YOR202W,13,12/11/11,16,2,0,1.00000,0.00000
YOR202W,13,12/11/11,16,3,0,1.00000,0.00000
YOR202W,13,12/11/11,16,5,0,1.00000,0.00000
YOR202W,13,12/11/11,16,6,0,1.00000,0.00000
YOR202W,13,12/11/11,16,7,0,1.00000,0.00000
YOR202W,13,12/11/11,16,8,0,1.00000,0.00000
YOR202W,13,12/11/11,16,15,0,1.00000,0.00000
YOR202W,13,12/11/11,16,23,0,1.00000,0.00000
YOR202W,14,12/11/11,1,1,0,1.00000,0.00000
YOR202W,14,12/11/11,1,2,0,1.00000,0.00000
YOR202W,14,12/11/11,1,3,1,0.00000,1.00000
YOR202W,14,12/11/11,1,5,0,1.00000,0.00000
YOR202W,14,12/11/11,1,6,0,1.00000,0.00000
YOR202W,14,12/11/11,1,9,0,1.00000,0.00000
YOR202W,14,12/11/11,1,11,0,1.00000,0.00000
YOR202W,14,12/11/11,1,14,0,1.00000,0.00000
YOR202W,14,12/11/11,1,15,0,1.00000,0.00000
YOR202W,14,12/11/11,1,16,0,1.00000,0.00000
YOR202W,14,12/11/11,1,18,0,1.00000,0.00000
YOR202W,14,12/11/11,1,19,0,1.00000,0.00000
YOR202W,14,12/11/11,1,21,0,1.00000,0.00000
YOR202W,14,12/11/11,1,23,0,1.00000,0.00000
YOR202W,14,12/11/11,1,24,0,1.00000,0.00000
YOR202W,14,12/11/11,2,1,0,1.00000,0.00000
YOR202W,14,12/11/11,3,1,0,1.00000,0.00000
YOR202W,14,12/11/11,3,24,0,1.00000,0.00000
YOR202W,14,12/11/11,4,1,0,1.00000,0.00000
YOR202W,14,12/11/11,4,24,0,1.00000,0.00000
YOR202W,14,12/11/11,5,1,0,1.00000,0.00000
YOR202W,14,12/11/11,5,24,0,1.00000,0.00000
YOR202W,14,12/11/11,6,1,0,1.00000,0.00000
YOR202W,14,12/11/11,6,24,0,1.00000,0.00000
YOR202W,14,12/11/11,7,1,0,1.00000,0.00000
YOR202W,14,12/11/11,7,24,0,1.00000,0.00000
YOR202W,14,12/11/11,8,1,0,1.00000,0.00000
YOR202W,14,12/11/11,8,24,0,1.00000,0.00000
YOR202W,14,12/11/11,9,1,0,1.00000,0.00000
YOR202W,14,12/11/11,9,24,0,1.00000,0.00000
YOR202W,14,12/11/11,10,24,0,1.00000,0.00000
YOR202W,14,12/11/11,11,1,0,1.00000,0.00000
YOR202W,14,12/11/11,11,24,0,1.00000,0.00000
YOR202W,14,12/11/11,12,1,0,1.00000,0.00000
YOR202W,14,12/11/11,12,24,0,1.00000,0.00000
YOR202W,14,12/11/11,13,1,0,1.00000,0.00000
YOR202W,14,12/11/11,13,24,0,1.00000,0.00000
YOR202W,14,12/11/11,14,24,0,1.00000,0.00000
YOR202W,14,12/11/11,15,1,0,1.00000,0.00000
YOR202W,14,12/11/11,15,3,0,1.00000,0.00000
YOR202W,14,12/11/11,15,5,0,1.00000,0.00000
YOR202W,14,12/11/11,15,7,0,1.00000,0.00000
YOR202W,14,12/11/11,15,24,0,1.00000,0.00000
YOR202W,14,12/11/11,16,2,0,1.00000,0.00000
YOR202W,14,12/11/11,16,3,0,1.00000,0.00000
YOR202W,14,12/11/11,16,8,0,1.00000,0.00000
YOR202W,14,12/11/11,16,10,0,1.00000,0.00000
YOR202W,14,12/11/11,16,11,0,1.00000,0.00000
YOR202W,14,12/11/11,16,12,0,1.00000,0.00000
YOR202W,14,12/11/11,16,13,0,1.00000,0.00000
YOR202W,14,12/11/11,16,14,0,1.00000,0.00000
YOR202W,14,12/11/11,16,15,0,1.00000,0.00000
YOR202W,14,12/11/11,16,17,0,1.00000,0.00000
YOR202W,14,12/11/11,16,18,0,1.00000,0.00000
YOR202W,14,12/11/11,16,19,0,1.00000,0.00000
YOR202W,14,12/11/11,16,22,0,1.00000,0.00000
YOR202W,14,12/11/11,16,23,0,1.00000,0.00000
YOR202W,14,12/11/11,16,24,0,1.00000,0.00000
YOR202W,1,11/29/11,1,1,0,1.00000,0.00000
YOR202W,1,11/29/11,1,4,0,1.00000,0.00000
YOR202W,1,11/29/11,1,5,0,1.00000,0.00000
YOR202W,1,11/29/11,1,6,0,1.00000,0.00000
YOR202W,1,11/29/11,1,7,0,1.00000,0.00000
YOR202W,1,11/29/11,1,8,0,1.00000,0.00000
YOR202W,1,11/29/11,1,9,0,1.00000,0.00000
YOR202W,1,11/29/11,1,10,1,0.00000,1.00000
YOR202W,1,11/29/11,1,11,1,0.00000,1.00000
YOR202W,1,11/29/11,1,12,0,1.00000,0.00000
YOR202W,1,11/29/11,1,13,1,0.00000,1.00000
YOR202W,1,11/29/11,1,14,0,1.00000,0.00000
YOR202W,1,11/29/11,1,15,1,0.00009,0.99991
YOR202W,1,11/29/11,1,16,1,0.00000,1.00000
YOR202W,1,11/29/11,1,17,1,0.00000,1.00000
YOR202W,1,11/29/11,1,18,0,1.00000,0.00000
YOR202W,1,11/29/11,1,19,0,1.00000,0.00000
YOR202W,1,11/29/11,1,20,1,0.00000,1.00000
YOR202W,1,11/29/11,1,21,0,1.00000,0.00000
YOR202W,1,11/29/11,1,22,0,1.00000,0.00000
YOR202W,1,11/29/11,1,23,0,1.00000,0.00000
YOR202W,1,11/29/11,1,24,0,1.00000,0.00000
YOR202W,1,11/29/11,2,1,1,0.00000,1.00000
YOR202W,1,11/29/11,2,24,0,1.00000,0.00000
YOR202W,1,11/29/11,3,1,0,1.00000,0.00000
YOR202W,1,11/29/11,3,24,0,1.00000,0.00000
YOR202W,1,11/29/11,4,1,0,1.00000,0.00000
YOR202W,1,11/29/11,4,24,0,1.00000,0.00000
YOR202W,1,11/29/11,5,1,0,1.00000,0.00000
YOR202W,1,11/29/11,5,24,0,1.00000,0.00000
YOR202W,1,11/29/11,6,1,0,1.00000,0.00000
YOR202W,1,11/29/11,6,24,0,1.00000,0.00000
YOR202W,1,11/29/11,7,1,0,1.00000,0.00000
YOR202W,1,11/29/11,7,24,0,1.00000,0.00000
YOR202W,1,11/29/11,8,1,0,1.00000,0.00000
YOR202W,1,11/29/11,8,24,1,0.00000,1.00000
YOR202W,1,11/29/11,9,1,0,1.00000,0.00000
YOR202W,1,11/29/11,9,24,0,1.00000,0.00000
YOR202W,1,11/29/11,10,1,0,1.00000,0.00000
YOR202W,1,11/29/11,10,24,0,1.00000,0.00000
YOR202W,1,11/29/11,11,1,0,1.00000,0.00000
YOR202W,1,11/29/11,11,24,0,1.00000,0.00000
YOR202W,1,11/29/11,12,1,0,1.00000,0.00000
YOR202W,1,11/29/11,12,24,1,0.00000,1.00000
YOR202W,1,11/29/11,13,1,0,1.00000,0.00000
YOR202W,1,11/29/11,13,24,0,1.00000,0.00000
YOR202W,1,11/29/11,14,1,1,0.00000,1.00000
YOR202W,1,11/29/11,14,24,0,1.00000,0.00000
YOR202W,1,11/29/11,15,1,0,1.00000,0.00000
YOR202W,1,11/29/11,15,24,0,1.00000,0.00000
YOR202W,1,11/29/11,16,1,0,1.00000,0.00000
YOR202W,1,11/29/11,16,2,0,1.00000,0.00000
YOR202W,1,11/29/11,16,3,1,0.00322,0.99678
YOR202W,1,11/29/11,16,4,0,1.00000,0.00000
YOR202W,1,11/29/11,16,5,1,0.00000,1.00000
YOR202W,1,11/29/11,16,6,0,1.00000,0.00000
YOR202W,1,11/29/11,16,7,0,1.00000,0.00000
YOR202W,1,11/29/11,16,8,0,1.00000,0.00000
YOR202W,1,11/29/11,16,9,0,1.00000,0.00000
YOR202W,1,11/29/11,16,10,0,1.00000,0.00000
YOR202W,1,11/29/11,16,11,0,1.00000,0.00000
YOR202W,1,11/29/11,16,12,0,1.00000,0.00000
YOR202W,1,11/29/11,16,13,1,0.00000,1.00000
YOR202W,1,11/29/11,16,14,0,1.00000,0.00000
YOR202W,1,11/29/11,16,15,0,1.00000,0.00000
YOR202W,1,11/29/11,16,16,1,0.00000,1.00000
YOR202W,1,11/29/11,16,17,0,1.00000,0.00000
YOR202W,1,11/29/11,16,18,0,1.00000,0.00000
YOR202W,1,11/29/11,16,19,0,1.00000,0.00000
YOR202W,1,11/29/11,16,20,0,1.00000,0.00000
YOR202W,1,11/29/11,16,21,0,1.00000,0.00000
YOR202W,1,11/29/11,16,23,0,1.00000,0.00000
YOR202W,2,11/29/11,1,1,0,1.00000,0.00000
YOR202W,2,11/29/11,1,2,0,1.00000,0.00000
YOR202W,2,11/29/11,1,3,0,1.00000,0.00000
YOR202W,2,11/29/11,1,5,0,1.00000,0.00000
YOR202W,2,11/29/11,1,6,0,1.00000,0.00000
YOR202W,2,11/29/11,1,7,0,1.00000,0.00000
YOR202W,2,11/29/11,1,8,0,1.00000,0.00000
YOR202W,2,11/29/11,1,9,0,1.00000,0.00000
YOR202W,2,11/29/11,1,10,0,1.00000,0.00000
YOR202W,2,11/29/11,1,11,0,1.00000,0.00000
YOR202W,2,11/29/11,1,12,0,1.00000,0.00000
YOR202W,2,11/29/11,1,13,1,0.00000,1.00000
YOR202W,2,11/29/11,1,14,1,0.00000,1.00000
YOR202W,2,11/29/11,1,15,1,0.00000,1.00000
YOR202W,2,11/29/11,1,16,1,0.00000,1.00000
YOR202W,2,11/29/11,1,17,0,1.00000,0.00000
YOR202W,2,11/29/11,1,18,0,1.00000,0.00000
YOR202W,2,11/29/11,1,19,0,1.00000,0.00000
YOR202W,2,11/29/11,1,20,0,1.00000,0.00000
YOR202W,2,11/29/11,1,21,1,0.00001,0.99999
YOR202W,2,11/29/11,1,22,0,1.00000,0.00000
YOR202W,2,11/29/11,1,23,0,1.00000,0.00000
YOR202W,2,11/29/11,1,24,0,1.00000,0.00000
YOR202W,2,11/29/11,2,1,0,1.00000,0.00000
YOR202W,2,11/29/11,2,24,0,1.00000,0.00000
YOR202W,2,11/29/11,3,1,0,1.00000,0.00000
YOR202W,2,11/29/11,3,24,1,0.00000,1.00000
YOR202W,2,11/29/11,4,1,0,1.00000,0.00000
YOR202W,2,11/29/11,4,24,0,1.00000,0.00000
YOR202W,2,11/29/11,5,1,1,0.00002,0.99998
YOR202W,2,11/29/11,5,24,0,1.00000,0.00000
YOR202W,2,11/29/11,6,1,0,1.00000,0.00000
YOR202W,2,11/29/11,6,24,0,1.00000,0.00000
YOR202W,2,11/29/11,7,1,1,0.00000,1.00000
YOR202W,2,11/29/11,7,24,0,1.00000,0.00000
YOR202W,2,11/29/11,8,1,0,1.00000,0.00000
YOR202W,2,11/29/11,8,24,1,0.00001,0.99999
YOR202W,2,11/29/11,9,1,1,0.00000,1.00000
YOR202W,2,11/29/11,9,24,0,1.00000,0.00000
YOR202W,2,11/29/11,10,1,0,1.00000,0.00000
YOR202W,2,11/29/11,10,24,0,1.00000,0.00000
YOR202W,2,11/29/11,11,24,0,1.00000,0.00000
YOR202W,2,11/29/11,12,1,0,1.00000,0.00000
YOR202W,2,11/29/11,12,24,0,1.00000,0.00000
YOR202W,2,11/29/11,13,1,0,1.00000,0.00000
YOR202W,2,11/29/11,13,24,0,1.00000,0.00000
YOR202W,2,11/29/11,14,1,0,1.00000,0.00000
YOR202W,2,11/29/11,14,24,0,1.00000,0.00000
YOR202W,2,11/29/11,15,1,0,1.00000,0.00000
YOR202W,2,11/29/11,15,24,0,1.00000,0.00000
YOR202W,2,11/29/11,16,1,0,1.00000,0.00000
YOR202W,2,11/29/11,16,2,0,1.00000,0.00000
YOR202W,2,11/29/11,16,4,0,1.00000,0.00000
YOR202W,2,11/29/11,16,5,0,1.00000,0.00000
YOR202W,2,11/29/11,16,6,0,1.00000,0.00000
YOR202W,2,11/29/11,16,7,0,1.00000,0.00000
YOR202W,2,11/29/11,16,8,0,1.00000,0.00000
YOR202W,2,11/29/11,16,9,0,1.00000,0.00000
YOR202W,2,11/29/11,16,10,0,1.00000,0.00000
YOR202W,2,11/29/11,16,11,0,1.00000,0.00000
YOR202W,2,11/29/11,16,12,1,0.00000,1.00000
YOR202W,2,11/29/11,16,13,0,1.00000,0.00000
YOR202W,2,11/29/11,16,14,0,1.00000,0.00000
YOR202W,2,11/29/11,16,16,1,0.00008,0.99992
YOR202W,2,11/29/11,16,17,1,0.00000,1.00000
YOR202W,2,11/29/11,16,18,1,0.00000,1.00000
YOR202W,2,11/29/11,16,19,0,1.00000,0.00000
YOR202W,2,11/29/11,16,20,1,0.00003,0.99997
YOR202W,2,11/29/11,16,21,0,1.00000,0.00000
YOR202W,2,11/29/11,16,22,0,1.00000,0.00000
YOR202W,2,11/29/11,16,24,0,1.00000,0.00000
YOR202W,3,11/19/11,1,1,0,1.00000,0.00000
YOR202W,3,11/19/11,1,2,0,1.00000,0.00000
YOR202W,3,11/19/11,1,3,0,1.00000,0.00000
YOR202W,3,11/19/11,1,4,0,1.00000,0.00000
YOR202W,3,11/19/11,1,5,0,1.00000,0.00000
YOR202W,3,11/19/11,1,6,0,1.00000,0.00000
YOR202W,3,11/19/11,1,7,0,1.00000,0.00000
YOR202W,3,11/19/11,1,8,1,0.00000,1.00000
YOR202W,3,11/19/11,1,9,0,1.00000,0.00000
YOR202W,3,11/19/11,1,10,0,1.00000,0.00000
YOR202W,3,11/19/11,1,11,0,1.00000,0.00000
YOR202W,3,11/19/11,1,12,0,1.00000,0.00000
YOR202W,3,11/19/11,1,13,0,1.00000,0.00000
YOR202W,3,11/19/11,1,14,0,1.00000,0.00000
YOR202W,3,11/19/11,1,15,0,1.00000,0.00000
YOR202W,3,11/19/11,1,16,1,0.00000,1.00000
YOR202W,3,11/19/11,1,17,0,1.00000,0.00000
YOR202W,3,11/19/11,1,18,1,0.00000,1.00000
YOR202W,3,11/19/11,1,19,0,1.00000,0.00000
YOR202W,3,11/19/11,1,20,0,1.00000,0.00000
YOR202W,3,11/19/11,1,21,0,1.00000,0.00000
YOR202W,3,11/19/11,1,22,1,0.00061,0.99939
YOR202W,3,11/19/11,1,23,0,1.00000,0.00000
YOR202W,3,11/19/11,1,24,0,1.00000,0.00000
YOR202W,3,11/19/11,2,1,0,1.00000,0.00000
YOR202W,3,11/19/11,2,24,1,0.00000,1.00000
YOR202W,3,11/19/11,3,1,0,1.00000,0.00000
YOR202W,3,11/19/11,3,24,0,1.00000,0.00000
YOR202W,3,11/19/11,4,1,0,1.00000,0.00000
YOR202W,3,11/19/11,4,24,1,0.00000,1.00000
YOR202W,3,11/19/11,5,1,0,1.00000,0.00000
YOR202W,3,11/19/11,5,24,0,1.00000,0.00000
YOR202W,3,11/19/11,6,1,0,1.00000,0.00000
YOR202W,3,11/19/11,7,1,0,1.00000,0.00000
YOR202W,3,11/19/11,7,24,0,1.00000,0.00000
YOR202W,3,11/19/11,8,1,0,1.00000,0.00000
YOR202W,3,11/19/11,8,24,0,1.00000,0.00000
YOR202W,3,11/19/11,9,1,0,1.00000,0.00000
YOR202W,3,11/19/11,9,24,0,1.00000,0.00000
YOR202W,3,11/19/11,10,1,0,1.00000,0.00000
YOR202W,3,11/19/11,10,24,0,1.00000,0.00000
YOR202W,3,11/19/11,11,1,0,1.00000,0.00000
YOR202W,3,11/19/11,11,24,0,1.00000,0.00000
YOR202W,3,11/19/11,12,1,1,0.00027,0.99973
YOR202W,3,11/19/11,12,24,0,1.00000,0.00000
YOR202W,3,11/19/11,13,1,0,1.00000,0.00000
YOR202W,3,11/19/11,13,24,0,1.00000,0.00000
YOR202W,3,11/19/11,14,1,0,1.00000,0.00000
YOR202W,3,11/19/11,14,24,0,1.00000,0.00000
YOR202W,3,11/19/11,15,1,0,1.00000,0.00000
YOR202W,3,11/19/11,15,24,0,1.00000,0.00000
YOR202W,3,11/19/11,16,1,0,1.00000,0.00000
YOR202W,3,11/19/11,16,2,0,1.00000,0.00000
YOR202W,3,11/19/11,16,3,0,1.00000,0.00000
YOR202W,3,11/19/11,16,4,0,1.00000,0.00000
YOR202W,3,11/19/11,16,5,0,1.00000,0.00000
YOR202W,3,11/19/11,16,6,0,1.00000,0.00000
